doc_id,hotel_name,reviewer_score,text_excerpt
9231,H tel Da Vinci Spa,9.2,THE STAFF WERE EXCEPTIONAL MOST HELPFUL AND PLEASANT I HAVE EXPERIENCED ROOM WAS BEAUTIFUL AND IMMACULATELY CLEAN LOCATION IS SUPERB NOTHING BAD WOUlpLD BE NICE TO HAVE BASIC ROOM SERVICE AVAILABLE FOR THE PRICE AND A...
9232,Hampshire Hotel Rembrandt Square Amsterdam,5.8,Staff were very helpful housekeeper was under pressure one day our room wasn t finished The bedroom area too small couldn t get into bed easily had to climb over bed from one side not satisfactory at all
9233,TRYP Paris Op ra,7.1,Great location a lot of cafes on the boulevard and a metro station 5 steps away Really small room Wifi and air conditioner didn t work for 3 days and the hotel staff didn t know when it was going to be fixed It was 30...
9234,Hilton London Olympia,9.6,The bed was comfy convenient for all amenities
9235,Les Plumes Hotel,10.0,The room was beautifully decorated with a super comfortable bed and the location of the hotel was perfect for my purposes shopping culture
9236,The Rembrandt,10.0,The upgrade to a room with a balcony was very welcome
9237,Hotel JL No76,9.6,Really comfortable and clean Great nights sleep not disturbed by any noise Staff so friendly and helpful Breakfast good and plentiful Liked much of the artwork especially the painting of the bird at door to lift is it...
9238,Arthotel ANA Boutique Six,6.7,Nice and fair breakfast Location ok and the street is relatively quiet Air condition worked very poorly 1 tecnitian came to check only the next day just to say he don t know what to do and how to fix it The shower is ...
9239,STRAF a Member of Design Hotels ,9.2,The location and hotel design no iron in room to use
9240,K K Palais Hotel,7.9,Great stuff great breakfast Bed for 2 persons was too soft with one mattress not so comfortable to sleep well
9241,citizenM Tower of London,10.0,Cozy rooms and the facilities provided were excellent No hassles in check In or check out Exclusive luggage room Breakfast could have different menus on different days or alternate days
9242,Strand Palace Hotel,8.3,Great location and I had an upgraded room Staff lovely and facilities on the whole very good No iron in room and room details stated there would be There was a leak over the window and the dripping water dropping onto...
9243,Room Mate Giulia,10.0,From the moment we were greeted at the entrance until the time of departure everyone and everything exceeded our expectations Super friendly and efficient staff Incredible location Design of the hotel and rooms Great ...
9244,Corus Hotel Hyde Park,5.8,The lobby Our room was quite cramped
9245,Shaftesbury Premier London Paddington,7.9,It s proximity to the airport express at Paddingon is it s redeeming feature The rooms were very small and could be make to feel larger with a different layout I would not recommend it to anyone above 5 56 feet as you...
9246,Hilton London Metropole,6.3,Size of the room It was overcrowd
9247,Best Western Premier Hotel Dante,10.0,Friendly and helpful staff throughout the hotel spotless clean great breakfast that seemed endless good size rooms with comfy beds in a great location not too far away from The Ramblas but quiet enough to be just away...
9248,DoubleTree by Hilton London Westminster,9.6,Great Rooms and Breakfast front staff brilliant and helpful Couldn t get checked in until nearly 5 00 pm
9249,The Premier Notting Hill,7.1,Rooms are well decorated TV very old
9250,Montagu Place Hotel,10.0,The complimentary drink offered by liking their Facebook page is a nice touch More instant coffee in the room
9251,London Marriott Maida Vale,7.1,Including breakfast
9252,The Whitechapel,6.7,Location for my work Ingenuity of room design Smallest rooms I ve ever stayed in for similar price bracket to larger slightly more plush hotels but location and pleasant staff win over that issue
9253,Radisson Blu Edwardian Kenilworth,8.3,Very good location and very good service Portuguese receptionist was very really utmost nice and competent 90 of the credit for my good review of the hotel goes is due to him Good service makes every difference A bit ...
9254,Royal Ramblas,4.2,Very poor in house keeping no cleanliness late housekeeping till 4pm So many dust in room No amenities fill in the boxes Room service menu wine list and availability is different Small pillows discomfort bed All
9255,Copthorne Tara Hotel London Kensington,10.0,We were upgraded a very nice greeting stay here every year to do a miniature show however the shower was broken so didn t get a shower in the morning usually your showers are fantastic very nice free breakfast to star...
9256,The Queens Gate Hotel,7.9,Great location for the Royal Albert Hall Bit slow at the bar
9257,DoubleTree by Hilton Hotel Amsterdam NDSM Wharf,9.2,The amenities were very stylish The staff were accommodating and friendly Any inconvenience is looked into and compensated to make ones stay still memorable The location meant that we had to catch the ferry that takes...
9258,WestCord Fashion Hotel Amsterdam,10.0,Excellent stay in every way The room was awesome and we had great special treatment on our honeymoon
9259,Amba Hotel Charing Cross,8.8,Great staff excellent service Very kind Location is superb in the middle of the city next to the metro Small room with litteary no view Rooms was much smaller than we booked on the pictures There was a window in the r...
9260,The Cumberland A Guoman Hotel,3.8,Nice location near oxford st underground station Noisy room old furniture not good compair to the price that I have paid value of money bad No gym lobby is weak
9261,Radisson Blu Edwardian Bloomsbury Street,8.8,The hotel was very clean and there was a lovely shower in the room The breakfast could have been better the scrambled eggs were cold and I had to ask several times for my tea to be brought over
9262,Boutique Hotel Notting Hill,9.2,Room too hot at night but used air con
9263,Hilton London Metropole,5.4,Smoking room The room
9264,Occidental Atenea Mar Adults Only,4.6,10 walk to the Congress Center 5 min walk to the beach Old furniture Small rooms Very strange uncomfortable perfume smell coming from ventilation all the time Early morning noise from the street
9265,Pulitzer Amsterdam,10.0,Excellent hotel very good location very clean good breakfast staff was very professional and kind No doubt we will come again
9266,Hotel Spa La Belle Juliette,6.3,The location of the hotel is not bad it was a neighborhood we wanted to be located in However it may not be ideal for all travellers as proximity to some of the more touristy areas airport transfers are not the easies...
9267,Glam Milano,7.9,Convenient location Food at breakfast could be better
9268,Hilton London Metropole,5.8,It was quiet I didn t notice paid wi fi and it was a disappointment Also that premium wi if worked poorly
9269,L Hotel Pergol se Paris,7.9,Perfect location in the walking distance of porte maillot and arch de triomphe room was silent despite the close location of a big street also room size was sufficient charged 19eur for buffet breakfast even in the re...
9270,AC Hotel Barcelona Forum a Marriott Lifestyle Hotel,8.3,Fab selection Toaster not working
9271,Catalonia Born,6.3,Great location in Born spacious bathroom including bathtub and shower for a double superior room Very bad smell in the bathroom from the day I arrived Very poor soundproofing you can clearly hear people walking and ch...
9272,The Tower A Guoman Hotel,8.8,Excellent location Small room
9273,Hotel Well and Come,9.6,The hotel is quite new and finishes are good The WIFI is excellent about 20mbps download The location is super good quite many shops around and small cafes restaurants You dont really need to aim for the city center a...
9274,Grange Holborn Hotel,10.0,Slightly noisy
9275,La Maison Favart,7.1,Location and style of hotel We booked a suite for my family 3 people which seemed small compared to the duplex my wife and I booked in July 2016
9276,St Paul s Hotel,10.0,Extras let us check our hour later Card strawberries and chocolates in room as was our anniversary
9277,Holiday Inn London Camden Lock,8.8,The bed was comfy and the hotel was in a great location Staff knowing the check out times
9278,NH Carlton Amsterdam,7.9,Great location Comfortable hotel and very polite staff
9279,NH Amsterdam Noord,8.8,the room is clean big and modern free parking staff in hotel and the shuttle bus drivers are very friendly far away to the city center but they offer shuttle bus services every 20 mins to NH Amsterdam Schiller which i...
9280,Hampshire Hotel Amsterdam American,9.6,Simply excellent hotel and staff in amazing location everythig was within a mile or so for the 4 days we were there strange layout of room while large was lacking in space aorund the bed
9281,Ilunion Barcelona,8.8,Nice view big room comfortable and clean bed Good one Expensive breakfast
9282,UNA Maison Milano,10.0,Amazing staff and location
9283,Britannia International Hotel Canary Wharf,6.3,The area location Aircon would have helped Building site view
9284,Mondrian London,9.2,The reception staff did not explain anything about the facilities of the hotel or even how you needed to use your key card for the lift
9285,Hotel Marconi,10.0,Gorgeous hotel well furnished and cozy Quite attentive stuff Satisfying breakfast The night receptionist recommended to visit local trattoria it was very useful Noiseproff is not the best
9286,H tel de la Bourdonnais,7.5,I
9287,Villa Opera Drouot,9.2,Located centrally Close to attractions Lots of restaurants and bars around Each and every staff I interacted were very helpful and extremely friendly The express breakfast was very good and wonderful value for money T...
9288,The Grosvenor,6.3,I have stayed here a lot it is grand hotel in the perfect location to catch the train to Gatwick or the bus to Heathrow Bell staff and waitress were very nice The old front desk staff is gone the new people are untrai...
9289,Pullman London St Pancras,6.7,only had a bed for the night
9290,London Marriott Hotel West India Quay,9.2,Excellent breakfast very helpful staff Comfiest bed ever
9291,Auteuil Tour Eiffel,9.6,It was close to the Eiffel tower I parked at the hotel It was a tiny garage for my car but the staff directed me out They did a great job Thanks
9292,DoubleTree by Hilton London Ealing,7.5,Pancake machine at breakfast Service at breakfast
9293,H tel De Castiglione,10.0,I arrived late and my room was upgraded it was amazing
9294,Catalonia Born,8.3,Great location good neighbourhood nice rooms
9295,DoubleTree by Hilton Hotel London Tower of London,9.6,Very relaxing and great atmosphere
9296,Le Marceau Bastille,4.2,Bed was very hard Wifi was very poor
9297,Park Lane Mews Hotel,7.5,Good location A little dated
9298,Catalonia La Pedrera,7.5,Good location nice and clean Room a little on the small sidell
9299,Worldhotel Cristoforo Colombo,9.2,Spa and breakfast were great Upstairs hallways were tired and rooms a little old style some peeling wallpaper but overall still quite clean and comfortable
9300,Sloane Square Hotel,9.2,The staff were very efficient and friendly and as a room was ready I was able to check in early which was a huge bonus having just arrived in London after a 24hr flight The room I had was a reasonable size and the bed...
9301,DoubleTree by Hilton London Docklands Riverside,10.0,lovely clean room staff was lovely jolly and happy
9302,TWO Hotel Barcelona by Axel 4 Sup Adults Only,6.7,Brand new hotel nice rooms and roof terrace with small pool The gym and spa were not finished which should have been noted when we booked Further the cleaner made a mistake as she made our twin beds into 1 double bed ...
9303,Bcn Urban Hotels Gran Rosellon,4.6,So much noisy and personal couldnt help After making video so they can hear them self was to late Much noisy Much water came out of the bath room to the room
9304,Strand Palace Hotel,10.0,Very comfortable bed Very helpful Concierge staff Coffee machine and safe in room as well as an umbrella and slippers and kettle with free beverages Very pleased with my room I also love the fish tanks in the lobby ve...
9305,The RE London Shoreditch,10.0,very comfortable parking avalible nice food and bar
9306,Ramada Apollo Amsterdam Centre,8.8,The helpful friendly staff Nothing to dislike
9307,Ambassade Hotel,10.0,It was an excellent stay staff were very friendly and helpful Had a terrific time
9308,Sofitel London St James,9.6,Love this hotel in central London This is the third time we have stayed here The staff are fantastic as is the location Love the bar for a nightcap after a night at the theatre
9309,The Waldorf Hilton,4.6,Hotel position and room standard Turned away from bar and refused drinks at 7pm at night because we were told no tables available also told no tables available following morning for breakfast dispite paying 96 and bei...
9310,Dorsett Shepherds Bush,5.8,The lobby service bed and hygiene are overall okay Overpriced hotel the bathroom was very small Windows could not be opened Also the wellness was not very impressive
9311,Park Plaza Victoria London,9.2,good location easy access to coach station metro train supermarket
9312,Garden Elys e,6.3,The room was comfortable and the bed the showers were great plenty of hot water when needed at anytime of the day The fact they only give you two paper cups for tea for a stay of two days and don t refill your teabags...
9313,Hotel Monceau Wagram,8.3,Location
9314,Novotel Paris Les Halles,4.6,The hotel does not provide the basic supplements including but not limited to comb toothbrush etc Also the staff is very unhelpful and their guidance or have given me wrong instructions on items such as WIFI As a resu...
9315,LaGare Hotel Milano Centrale MGallery by Sofitel,7.1,Location I got a room that was not cleaned after previous gust and they needed to change it They orderd a normal taxi for me and the driver asked for 30 additional euro as a fee for the hotel
9316,Dorsett Shepherds Bush,9.6,Nice Quiet Excellent location
9317,Holiday Inn London Kensington,8.3,Staff were incredibly polite and professional and the room was beautifully clean and well presented Short walk 3 4 minutes from the nearest tube station meaning travel was incredibly easy While I appreciate I paid for...
9318,Millennium Gloucester Hotel London,7.5,It s a very nice hotel Breakfast is excellent Staff friendly Room nice Location it s a bit away from the center of London
9319,H10 London Waterloo,8.3,The bed was marvellously large and comfortable The bathroom was sparkling and efficient We liked having a view over London rooftops and famous sights We have stayed twice in order to attend concerts at the Festival ha...
9320,Courthouse Hotel London,7.5,Great person in check in very welcoming and friendly I arrived at breakfast within the breakfast window only to be told about 3 times within 30seconds that the breakfast buffet would be cleared away in 8 minutes The f...
9321,Radisson Blu Hotel Milan,9.2,Friendly staff Sidy very good location for the Expo Milano train station nearby Our room wasn t cleaned well Stains on the towels
9322,Pullman London St Pancras,9.6,Breakfast was fantastic How the air con worked in the room
9323,Britannia International Hotel Canary Wharf,5.8,Reasonable price good location Staff was not very friendly decoration was old beds were not very comfortable breakfast was not good at all coffee was horrible and the rest was poor quality
9324,Catalonia Park Putxet,4.6,Room has ac Sometimes staff can speak English The swimming pool was tiny a size of a big bath tub maybe for a couple people Not suitable to swim there Very crowded too Never could use it The operating hours for both s...
9325,Hotel degli Arcimboldi,8.3,all good The ironing board was moving around the building we could not get it delivered to the room but had to go and find it in a staffroom every day on a different floor with no indication for the guests
9326,Millennium Gloucester Hotel London,8.3,The friendly helpful staff general ambience
9327,NH Collection Amsterdam Grand Hotel Krasnapolsky,6.3,great location and nice lobby only i did not feel that im in a 5 star hotel really normal room also they did not respect a sign that i dont want any disturbe that i put out of my room also the room service came early ...
9328,Hotel Barcelona Catedral,9.6,The location was great and the staff very friendly and helpful Water pressure in our bath was terrible took ages to pour a bath They ran out of white wine and did not have any brandy However I most certainly go back a...
9329,The Bailey s Hotel London,9.6,Location was excellent Room was a good size No bath only a shower
9330,Britannia International Hotel Canary Wharf,7.1,Nice size room easy check in Bit more modern
9331,Hotel Mozart,9.2,Good location nice room friendly staff The breakfast wasn t anything special You would expect better coffee when in Italy
9332,Doubletree By Hilton London Greenwich,10.0,Hot chocolates delivered everyday to the hotel Price of breakfast
9333,The Westbridge Hotel,10.0,Lovely friendly staff spotless room and facilities
9334,Hotel Principe Di Savoia,8.3,Very good fitness facilties for a hotel very friendly staff everywhere Couldn t take breakfast outside and the indoor breakfast room feels small and stuffy
9335,Mercure London Bridge,6.7,Location and setting Check in
9336,The Montcalm Marble Arch,6.7,I like the hotel Friendly staff specially who open the door very kind helping us the breakfast must be changed everyday not the same buffet The club also not various kind of sweet The cleaness of the room must be more...
9337,Senator Barcelona Spa Hotel,7.9,Immaculately clean hotel well maintained and the breakfast was out of this world The staff seemed a bid cold and aloof
9338,Pullman Paris Tour Eiffel,7.5,near from eiffel tower so we can walk and for the view absolutely spectacular
9339,Malmaison London,9.2,Bedroom very comfy very centrally located managed to get at a very good price
9340,Park Plaza London Riverbank,10.0,Everything was fabulous The staff were all so friendly and helpful and couldn t do enough for us Our room was beautiful with an amazing bathroom We felt like royalty from the start of our stay to the finish
9341,Strand Palace Hotel,10.0,Superb location for seeing the shows and sightseeing in London Cozy rooms are small but not tiny and the bed was comfortable Everything was as it should be
9342,Hyatt Regency Paris Etoile,7.5,managment is good in room service is not good
9343,Hotel Duminy Vendome,7.1,Bed comfort quiet location but central good breakfast buffet by most standards Room was small for the price tariff although it was clean and well eqipped
9344,Hotel 1898,10.0,Helpfulness of staff always willing to help with any request Room service was excellent the roof terrace was so good we had dinner and drinks and just relaxed there with the beautiful skyline as our view Hotel decor w...
9345,Royal Ramblas,8.3,Cozy and its location is perfect Nothing really
9346,NH Milano Touring,9.2,Great value for 4 star breakfast fantastic and good size triple for kids Professinal with great facilities Staff friendly but constantly busy at reception Location metro 400 metres away otherwise a 20 min walk to Duomo
9347,Attica 21 Barcelona Mar,10.0,Overall a pod hotel Roof top pool was nice
9348,Washington Mayfair Hotel,8.8,Large room
9349,Hilton Vienna Plaza,5.4,The stuff are very nice Especially Nadja she is a very helpful receptionist The fact that the room was ready but i should pay extra 50 euros to enter it or i keep waiting till 15pm This was ridiculous and I was about ...
9350,Washington Mayfair Hotel,9.6,Without a doubt this one of the best hotels I have stayed The location was perfect The food and accommodation was perfect the staff was very friendly and I would certainly recommend this hotel to my friends
9351,Park Plaza Westminster Bridge London,5.0,The property had a swimming pool the main reason for booking This is a huge hotel in an area off Westminster Bridge which is packed with tourists If you want to be in the middle of Times Square this is the place for y...
9352,Novotel Suites Paris Montreuil Vincennes,5.4,Rooms were spacious comfortable Location too far from anywhere Across from market on weekend dirty difficut access with cars blocking roads
9353,Hilton Amsterdam,8.8,Location Decoration Friendlynes No free gym
9354,Hotel Da Vinci,10.0,Nice staff various breakfast comfortable bed room It was really hard to find the hotel first time due to tiny name plate
9355,The Principal London,9.2,Lovely hotel in a convenient location in the centre of London Relaxing hotel bar Very friendly staff Very comfortable bed Spacious room I booked the junior suite on a last minute offer and got it for a good price howe...
9356,DoubleTree by Hilton London Islington,7.5,Staff location
9357,Hotel Eug ne en Ville,7.1,At 3 pm the room has not been cleaned
9358,Nu Hotel,9.2,Everything it is a very nice hotel with excellent services and friedly staff
9359,Britannia International Hotel Canary Wharf,5.8,Nice polite helpful staff Gloomy common areas No atmosphere Scruffy tired bedroom
9360,London Marriott Hotel Kensington,4.6,Nice surroundings No hot water for 2 days in the whole hotel
9361,Shaftesbury Premier London Paddington,7.5,Newly renovated room Very optimised space Good as it s really small Modern shower room Really really tiny room Lack of acoustic insulation room was on the street and was very noisy during the night
9362,Mercure Hotel Amsterdam City South,9.6,Everything a great place to stay
9363,Glam Milano,10.0,Great staff Fast Check in out Clean and all in it room Next to central station metro and taxi
9364,DoubleTree by Hilton London Hyde Park,6.7,The location Value for money slow service
9365,The Chelsea Harbour Hotel,6.7,Each room is a suite at this hotel I stayed here before quite a few years ago when it was the Conrad Hilton Nothing has changed in the rooms decor wise which is no bad thing as the rooms are perfectly laid out All fix...
9366,The Cavendish London,9.6,Very helpful staff great location Near the theatres and has car parking Having to leave
9367,Park Plaza Victoria Amsterdam,2.5,nothing was terrible
9368,St Pancras Renaissance Hotel London,10.0,Staff very attentive and helpful The food was plentiful and displayed well Would have liked to stayed longer
9369,Thistle Holborn The Kingsley,8.3,It s all about the location Easy walking to West End The maid walked straight in without knocking at 9am But reception were very apologetic and offered me a discount another time
9370,London City Suites,8.8,Loved the attention to detail in rooms A phone for free calls umbrella in the wardrobe and lovely toiletries It was very pleasant indeed Would definitely stay there again Close to underground and lovely eateries around
9371,Sall s Hotel Pere IV,7.9,Clean rooms nice staff close to Metro station A bit small rooms
9372,Shaftesbury Hyde Park International,6.7,Very close to queensway You hear the underground metro passing unger the hotel
9373,Blakemore Hyde Park,8.8,The bed was very comfy I couldn t get the bathroom TV to work
9374,Hotel Georgette,9.2,Location was great the front desk staff was remarkable and really friendly The room service was different everyday Some days only certain of the bathroom products were replaced other days none You could definitely tel...
9375,Hilton London Olympia,6.3,location Arrived at 15 30 but didn t check in until 45 minutes later as been told by the staff that room wasn t ready Very small bathroom for a standard room and the television was really out of date as I didn t even ...
9376,NH City Centre Amsterdam,7.5,Great location Breakfast was very expensive
9377,Hotel Romana Residence,4.2,The location was convenient to Duomo Only a few minutes walk The hotel is listed as 4 star This is not correct in any way I have stayed in 4 star hotels The decor was poor The furniture is old The lift can only have o...
9378,Holiday Inn London Kensington,2.5,Gym Service tired room room facilities not working unresponsive staff
9379,DoubleTree by Hilton London Islington,5.8,Hotel is in a good location Room was pretty standard for a large chain hotel There was no option to have a blanket rather than a doona Given that this hotel is in the UK it was strange that sheets and blankets were no...
9380,Shaftesbury Metropolis London Hyde Park,8.3,Bed was extremely comfortable and staff were incredibly helpful The bathroom was cramped and the fitness suite didn t open until 9am
9381,DoubleTree by Hilton London Docklands Riverside,10.0,Everything we ate in the restaurant for dinner which was delicious as was breakfast in the morning Room very clean and bed very comfy
9382,The Exhibitionist Hotel,10.0,I got a good price on booking com for a one night stay here midweek The reviews I had read were mixed yes the rooms can be small I d gone for the cheapest room and it was compact but it had everything I needed big com...
9383,Onix Liceo,9.6,Double bed bathroom No window
9384,The Guesthouse Vienna,9.2,Spacious room free 4 bottles of wine daily extremely friendly staff and fantastic location The room is modern but the bathroom is a little dated and not well thought out
9385,Abba Garden,5.0,Hotel was clean and tidy Poor location but we knew this before arriving so this was ok also we were there to watch the football and for this it was a good location Not so great location for la ramblas city centre Staf...
9386,St James Court A Taj Hotel London,7.1,Good staff Excellent rapid check out process Bathroom was small and pokey and decor was tired
9387,The Montcalm Marble Arch,10.0,I loved the hotel and the staff it was very welcome and friendly with good hospitality The room was fantastic and I would say this is diffo up there with The MGM grand Las Vegas hotel room The room was big and the bat...
9388,Amba Hotel Marble Arch,9.2,The best location and kindly staff
9389,Acevi Villarroel,7.1,I think quality price is very good Don t go the gym is a joke Spa wasn t included and it seemed close for years
9390,Aloft London Excel,9.2,The breakfast was good price of where I was and far right river view doesn t show much river
9391,Holiday Inn London Stratford City,9.6,Great service from all staff from the receptionist bar and housekeepers Had exceptional service from a guy called Dexter Food is good rooms are clean I had an enjoyable stay Best hotel I habe stayed in to be fair
9392,Holiday Inn London Kensington Forum,7.5,Good welcome Very nice breakfast Veg variety at breakfast hotmeal
9393,Innkeeper s Lodge London Greenwich,5.4,position noise and facilites advertised as The Innkeepers Lodge but signed as The Mitre outside
9394,Park Plaza Victoria Amsterdam,9.6,The staff were polite and helpful The fact that the indoor swimming pool was advertised and that s why we picked the hotel and then just before we get there we hear they re doing work in the pool area so it s out of u...
9395,Axel Hotel Barcelona Urban Spa Adults Only,8.3,Location was amazing and facilities were very good Rooms were slightly cramped
9396,H tel Elysees Mermoz,8.3,Location and breakfast No comment
9397,Comfort Inn Suites Kings Cross St Pancras,10.0,I felt very much at home thanks to a friendly and competent staff The small room was perfect for my needs clean and very comfy Leaving D
9398,Austria Trend Hotel Ananas Wien,7.5,very comfortable
9399,DoubleTree by Hilton London Islington,10.0,Friendly helpful welcome with a warm cookie Quiet comfortable room Cannot fault Thank you
9400,UNA Hotel Cusani,9.6,The location of the hotel was excellent for us to be able to access sightseeing and tours with hotel staff helpful with advice Very comfortable bed and well appointed room provided a good nights rest and even though h...
9401,St George s Hotel Wembley,9.2,Location within walking distance of Wembley The staff were very attentive The food was good and reasonably priced
9402,Mercure Paris Champs Elys es,9.2,Location was excellent Staff were very friendly Unfortunately loud people in the room next door could be heard
9403,The Queens Gate Hotel,10.0,The staff were helpful and courteous the hotel is very convenient for our purposes and above all we were in the company of friends who also appreciated the hotel Lighting in the bathroom could have been brighter a sma...
9404,Hotel Cafe Royal,9.2,Everything was ok during the stay The pictures of the room I selected in booking com is a bit misleading especially in this hotel as rooms does vary from floor to floor
9405,Park Grand London Hyde Park,8.3,Staff were great helpful and polite the mattress was too soft The elevator was super slow and high demand at peak time
9406,The Nadler Kensington,8.3,Excellent friendly staff
9407,Ayre Hotel Rosell n,9.2,The reception desk staff were fantastic They were very polite smiley and helpful The room was smart clean and had a good sized bathroom My only tiny niggle was that the toiletries weren t replaced as part of the clean...
9408,Arbor Hyde Park,6.7,We got a smaller room then booked Even after asking they did not change it Breakfast was ok
9409,The Tower A Guoman Hotel,9.2,more or less everything I could not buy my wife a glass of Prosecco She prefers this to champagne
9410,Mercure Paris Terminus Nord,9.6,Opposite to train station less than 1m walking
9411,Best Western Madison Hotel,8.8,Our reservation was half board and I enjoyed the dinner so much It was very delicious and they had very good quality menu I highly recommend staying half board in this hotel Also I want to thank Marco who served our d...
9412,Saint SHERMIN bed breakfast champagne,10.0,Very clean Worth the money Great location
9413,Hotel Park Lane Paris,6.7,The location of the hotel and the bed The service and there is no restaurant you can only get breakfast but not enough choices
9414,Ibis Styles Paris Gare Saint Lazare,7.5,Cleanliness and the staff were super helpful The room was quite cramped
9415,Boutique H tel Konfidentiel,10.0,Very nice interior design Everything good no complaints
9416,The Hoxton Shoreditch,8.8,trendy hotel smaller bed
9417,Hilton London Paddington,10.0,Hotel staff were great and location amazing for Paddington station as you don t need to leave the hotel to access the station
9418,London Marriott Hotel Regents Park,9.6,The staff were very welcoming friendly and even let us park our car to tour for an extra day for free Super service would defo stay again
9419,The Belgrave Hotel,7.5,Clean modern eco friendly good location very small room flooring ceiling thin above so noisy
9420,Napoleon Paris,8.8,Staff very friendly
9421,Strand Palace Hotel,10.0,Good selection for breakfast nice choice off teas in your room also very nice to have fresh bottled water every day
9422,H tel Aiglon Esprit de France,9.6,Just a really nice little hotel with a personal touch The room was as described and just right for me and two kids Well they don t have a fitness facility but I knew that going in
9423,Britannia International Hotel Canary Wharf,2.5,I was billed for WIFI that didn t work the staff dealt with this poorly by arguing with me in an accusatory and aggressive manner then proceeded to charge me
9424,Radisson Blu Edwardian Vanderbilt,4.2,Twin room far too small There was no where to put luggage or a tray to put a room service order Tv very poor quality Bathroom so small it was dangerous getting out of the bath shower The most disappointing room that w...
9425,Hilton London Green Park,8.8,Nice room perfect location generic Hilton services Liked reception staff they do have now Russian speaking person which is a plus Free adaptors eligible concierge service All is nice Staff which serves breakfast isn t...
9426,Acad mie H tel Saint Germain,8.3,This hotel was super clean and efficient I d like to have had coffee making facilities in the room or downstairs free of charge considering the room rate I think breakfast should be in the room rate then encouraging g...
9427,Gran Hotel Torre Catalunya,9.6,we had a lovely stay and were lucky enough to have early check in and an upgrade which was great after a bad experience prior
9428,St Paul s Hotel,7.5,Location
9429,The Westbridge Hotel,9.2,Pleasant staff clean tidy good facilities good transport links Duvets too small for bed we stayed in room G3 and bathroom is a wet room so when showering excess water from shower escapes from shower area to soak a lar...
9430,London Marriott Hotel County Hall,10.0,Friendly staff Convenient location
9431,Best Western Premier Faubourg 88,9.2,Location Service and friendliness of staff Only slight criticism is rooms were on small side
9432,Le Mathurin Hotel Spa,8.8,Feels homy and the location is very good Decor of rooms is personal and it is quiet Good value for money
9433,Sir Albert Hotel,9.6,This place was amazing It has a super cool vibe and the beds were almost impossible to get out of they were so comfortable
9434,Radisson Blu Edwardian Sussex,7.9,The bed was good and the Hotel was in the center of London near to everything Good breakfast was good Maybe the room was little to small but the probelem was the missing of an ordinary chair
9435,Holiday Inn Paris Gare de l Est,9.6,Everything was perfect
9436,Olivia Plaza Hotel,9.2,Me and my husband stopped for 5 nights at the amazing hotel On arrival we were upgraded to a suite and given a bottle of bubbly with strawberries dipped in chocolate made our stay even more special Location was perfec...
9437,Strand Palace Hotel,6.7,Bed was comfy Very noisy Someone tried to break into my room in the early morning I checked out the next day and did not stay for the full duration Was too upset
9438,Ramada Apollo Amsterdam Centre,7.9,The staff was always lovely and very helpful They have been very considerate and left baloons etc as it was my hubby s birthday It was lovely and put a smile on our faces The hotel itself was great Had all the facilit...
9439,Hotel Eug ne en Ville,2.9,Nothing about it was as portrayed on their website The entry and check in was extremely sub standard The room was only accessible by numerous stairs and extremely small with the toilet and shower in the bed room in fu...
9440,DoubleTree by Hilton London West End,9.2,staff excellent location excellent high prices for children at term times
9441,Park Plaza London Riverbank,6.3,Breakfest was low value and did not at all justify the price
9442,Victoires Opera,5.4,Location was great in an animated area No room service as described in hotel service As per h tel was only one person in hotel at the dinner time The bedsheets Kind of old and not as most of hotel using duvet covers
9443,The Marble Arch London,7.5,The room size is very small bed is very small old
9444,Park Plaza London Park Royal,4.6,The location Could not get any sleep the whole night too much noise It was devastating i would like some sort of compensation from this hotel Spoke to the reception team no one contacted me
9445,citizenM Tower of London,9.2,Excellent location adjacent to Tower Hill Station exit Really friendly staff Very modern and brand new Clean and bathroom in excellent condition with a wet room Views of the shard from sixth floor Get a choice of a fe...
9446,Club Quarters Hotel Trafalgar Square,6.3,The staff Highly disappointed after a long day off site seeing and getting around London to finally get back to my hotel at 8pm to be told the bar wasn t open to residents
9447,Britannia International Hotel Canary Wharf,7.1,Comfortable Extra cost for car park and pool Needs modernising rooms
9448,Radisson Blu Edwardian Berkshire,8.8,Excellent breakfast and perfect location Good sized wardrobe despite small bedroom Close to charming St Christopher s Place with a good mix of restaurants Fiddly access to plug kettle into electric socket
9449,H tel Belloy Saint Germain By Happyculture,8.8,Really pleasant hotel in all aspects very friendly pleasant staff Nothing really to dislike
9450,Best Western Hotel St George,8.3,Breakfast is great
9451,Intercontinental London The O2,9.6,The mattress was uneven sloping down to the headboard and just a little too hard
9452,Hilton London Green Park,7.1,All the staff were extremely friendly and helpful and we came back from lunch to a bottle of wine and a lovely note in the room as it was out wedding anniversary The only thing I would say is the price was a bit high ...
9453,Hotel Ciutadella Barcelona,9.2,One bad thing is that they charge you extra for using the safedepositebox locaded in your room The room you already paid for And the breakfast is nothing compares to Park Hotels breakfast across the street
9454,Bcn Urban Hotels Gran Rosellon,10.0,friendly staff and modern decoration
9455,Hotel degli Arcimboldi,9.6,Modern comfortable easy access with car good parking garage near metro station Breakfast room could be cosier
9456,Hotel L Antoine,9.2,The customer service was the best part of the hotel All the staff were really friendly and helpful and went out of their way to deal with any questions we had for example recommending and booking a restaurant for us t...
